record_id,customer_id,payment_id,customer_payment_count,customer_success_rate,customer_previous_failures,payment_amount,currency,payment_method,failure_reason,attempt_number,hours_since_failure,action_taken,previous_action,previous_attempt_count,recovered,amount_recovered,recovery_time_hours
rec_9b7aa110f140ab,cust_5c784ca4f0e4,pay_37ae9a19a80729,6,0.69,2,2609.51,INR,upi,insufficient_funds,1,1.76,PAYMENT_LINK,,0,True,2609.51,2.26
rec_91cbee5ab26c73,cust_0660a3e9736d,pay_49dfd0184459c7,34,0.738,9,3022.75,INR,upi,network_error,1,0.14,RETRY,,0,False,0.0,0.0
rec_92950964273697,cust_0660a3e9736d,pay_49dfd0184459c7,34,0.738,9,3022.75,INR,upi,network_error,2,17.15,REMINDER,RETRY,1,True,3022.75,18.38
rec_c7d6f18b847100,cust_cf2e32967184,pay_4e8bafc4cb208d,21,0.718,6,4486.9,INR,card,bank_timeout,1,1.84,RETRY,,0,False,0.0,0.0
rec_59bab1606f3312,cust_cf2e32967184,pay_4e8bafc4cb208d,21,0.718,6,4486.9,INR,card,bank_timeout,2,14.15,REMINDER,RETRY,1,False,0.0,0.0
rec_78831ccc897bae,cust_8ee9581ae061,pay_7b3d9b73096532,14,0.937,1,1112.2,INR,upi,insufficient_funds,1,1.61,RETRY,,0,False,0.0,0.0
rec_3db195a9b1a5a1,cust_5cae9610c72c,pay_ccfae0aa69184f,17,0.909,2,2861.1,INR,upi,technical_error,1,0.6,PAYMENT_LINK,,0,False,0.0,0.0
rec_0d0b44e9fe7df3,cust_5cae9610c72c,pay_ccfae0aa69184f,17,0.909,2,2861.1,INR,upi,technical_error,2,7.38,PAYMENT_LINK,PAYMENT_LINK,1,True,2861.1,8.88
rec_7bd77913895bf8,cust_8e867f3ca487,pay_a4b912f155412f,23,0.61,9,1472.59,INR,card,insufficient_funds,1,1.93,PAYMENT_LINK,,0,False,0.0,0.0
rec_77b42cd65fc487,cust_8ae0b8a080ff,pay_f640ab2877e267,14,0.536,6,1322.61,INR,card,insufficient_funds,1,1.33,REMINDER,,0,True,1322.61,2.69
rec_9909b9c7bf30bb,cust_ebf6dd3256d2,pay_dc570f3f3cdfa0,6,0.762,1,1225.81,INR,card,authentication_failed,1,1.68,PAYMENT_LINK,,0,False,0.0,0.0
rec_6707174668a614,cust_ebf6dd3256d2,pay_dc570f3f3cdfa0,6,0.762,1,1225.81,INR,card,authentication_failed,2,8.5,REMINDER,PAYMENT_LINK,1,False,0.0,0.0
rec_007b453d71ac94,cust_ad8cc85c5355,pay_c5fe5b5887e943,1,0.713,0,35866.4,INR,card,bank_timeout,1,0.42,RETRY,,0,False,0.0,0.0
rec_3edcd10db18b78,cust_631d9c8be0f0,pay_ce8e9fda6683b4,46,0.927,3,2931.25,INR,upi,bank_timeout,1,1.49,RETRY,,0,False,0.0,0.0
rec_84a8db260aaf7a,cust_631d9c8be0f0,pay_ce8e9fda6683b4,46,0.927,3,2931.25,INR,upi,bank_timeout,2,19.08,PAYMENT_LINK,RETRY,1,True,2931.25,19.91
rec_c20ae0f10a1075,cust_35b8726ce462,pay_b6c125255f73f8,13,0.862,2,3333.72,INR,upi,bank_timeout,1,1.67,RETRY,,0,True,3333.72,3.38
rec_e763b8fe65dab5,cust_a8b97820e92c,pay_75c35754621a8c,4,0.573,2,2008.38,INR,upi,authentication_failed,1,0.92,RETRY,,0,False,0.0,0.0
rec_3c817b14c7d4f9,cust_a8b97820e92c,pay_75c35754621a8c,4,0.573,2,2008.38,INR,upi,authentication_failed,2,14.18,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_9827152386f5cd,cust_e80d9169c244,pay_6c99b72695db47,19,0.807,4,2094.2,INR,card,bank_timeout,1,0.91,RETRY,,0,False,0.0,0.0
rec_36e2d60f89d00d,cust_e80d9169c244,pay_6c99b72695db47,19,0.807,4,2094.2,INR,card,bank_timeout,2,9.43,REMINDER,RETRY,1,False,0.0,0.0
rec_31a0261ec0d70f,cust_e80d9169c244,pay_6c99b72695db47,19,0.807,4,2094.2,INR,card,bank_timeout,3,15.75,PAYMENT_LINK,REMINDER,2,True,2094.2,17.76
rec_ba287777c59aa4,cust_218a15368c99,pay_9a8598af0c109a,17,0.913,1,2599.36,INR,card,authentication_failed,1,1.95,PAYMENT_LINK,,0,True,2599.36,2.55
rec_b88dfdd8ac6d68,cust_a449d64f922d,pay_1003a4ade26a97,25,0.836,4,22185.61,INR,wallet,bank_timeout,1,1.56,RETRY,,0,False,0.0,0.0
rec_d052857e8f8b55,cust_a449d64f922d,pay_1003a4ade26a97,25,0.836,4,22185.61,INR,wallet,bank_timeout,2,7.21,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_2e7520e457bb86,cust_a449d64f922d,pay_1003a4ade26a97,25,0.836,4,22185.61,INR,wallet,bank_timeout,3,11.66,ESCALATE,PAYMENT_LINK,2,False,0.0,0.0
rec_975f455bcf4d9e,cust_a449d64f922d,pay_1003a4ade26a97,25,0.836,4,22185.61,INR,wallet,bank_timeout,4,28.84,STOP,ESCALATE,3,False,0.0,0.0
rec_cd61647ccbf8b7,cust_eb93f78c620a,pay_117cbbe9ccc782,1,0.358,1,1617.42,INR,upi,insufficient_funds,1,1.88,RETRY,,0,False,0.0,0.0
rec_9e62e113cf5cf1,cust_00a854738242,pay_52805fbc2a989e,2,0.902,0,10245.94,INR,card,bank_timeout,1,1.03,RETRY,,0,False,0.0,0.0
rec_439c725df6b90a,cust_00a854738242,pay_52805fbc2a989e,2,0.902,0,10245.94,INR,card,bank_timeout,2,16.87,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_c3b7367ed999b6,cust_7316ce642a14,pay_b3378e705f4f27,3,0.864,0,1248.4,INR,netbanking,insufficient_funds,1,1.86,PAYMENT_LINK,,0,False,0.0,0.0
rec_f38321e3d6667c,cust_7f9ad277db49,pay_ebdeaaf961cdcd,4,0.924,0,1630.39,INR,card,insufficient_funds,1,0.21,REMINDER,,0,True,1630.39,1.95
rec_52da47ac3e30ed,cust_fa8bd601d21c,pay_897c9f4e19870d,6,0.715,2,5515.12,INR,upi,bank_timeout,1,0.83,RETRY,,0,True,5515.12,2.5
rec_0bd469167b9fa2,cust_58007c0287ea,pay_2f40e7221c7da3,15,0.863,2,1715.77,INR,netbanking,bank_timeout,1,0.1,PAYMENT_LINK,,0,False,0.0,0.0
rec_1bc095f06f7c4f,cust_58007c0287ea,pay_2f40e7221c7da3,15,0.863,2,1715.77,INR,netbanking,bank_timeout,2,13.82,PAYMENT_LINK,PAYMENT_LINK,1,False,0.0,0.0
rec_482d26490ab32f,cust_8fc3d7d3f6bd,pay_24f62acb609141,6,0.738,2,6358.59,INR,upi,authentication_failed,1,1.41,PAYMENT_LINK,,0,False,0.0,0.0
rec_668e180ecbbc84,cust_6c936f698269,pay_a8221fae0ca09c,19,0.819,3,1601.81,INR,netbanking,bank_timeout,1,0.53,RETRY,,0,False,0.0,0.0
rec_52a9a87f097928,cust_6c936f698269,pay_a8221fae0ca09c,19,0.819,3,1601.81,INR,netbanking,bank_timeout,2,6.64,PAYMENT_LINK,RETRY,1,True,1601.81,8.13
rec_d0794a0456174d,cust_8f188e729696,pay_ae85e8619bf63d,8,0.803,2,2395.96,INR,card,network_error,1,0.16,RETRY,,0,True,2395.96,0.25
rec_765dfb3002c220,cust_7f54a51101fa,pay_735c64d4989f73,3,0.772,1,4110.45,INR,card,technical_error,1,1.16,RETRY,,0,True,4110.45,2.63
rec_6c66ccf51cf2ea,cust_a21b030782af,pay_3f215d74ec1a1d,5,0.793,1,896.11,INR,netbanking,network_error,1,1.58,RETRY,,0,False,0.0,0.0
rec_80e46e2bc18990,cust_0c754a170131,pay_82923f7fb534ef,28,0.786,6,2418.47,INR,upi,bank_timeout,1,1.7,RETRY,,0,False,0.0,0.0
rec_68834f5701174b,cust_0c754a170131,pay_82923f7fb534ef,28,0.786,6,2418.47,INR,upi,bank_timeout,2,16.94,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_e847d6b70c0dc1,cust_70fd6672b80f,pay_d9edaf6a538686,21,0.93,1,1071.2,INR,netbanking,insufficient_funds,1,0.51,PAYMENT_LINK,,0,True,1071.2,0.96
rec_dcc130e6c22455,cust_bec39a379b3d,pay_3e9a66d68b0747,11,0.909,1,1798.8,INR,card,payment_method_issue,1,1.21,PAYMENT_LINK,,0,False,0.0,0.0
rec_b302a11e7c6611,cust_bec39a379b3d,pay_3e9a66d68b0747,11,0.909,1,1798.8,INR,card,payment_method_issue,2,12.86,PAYMENT_LINK,PAYMENT_LINK,1,False,0.0,0.0
rec_c2c1925c3b5b1d,cust_09e9db0adf46,pay_73afccd98014c6,20,0.92,2,45942.78,INR,card,bank_timeout,1,1.83,RETRY,,0,True,45942.78,2.84
rec_3974f1d947a1fa,cust_c2a59d7b2bd3,pay_3d338c19357623,1,0.938,0,1763.12,INR,card,authentication_failed,1,1.55,PAYMENT_LINK,,0,True,1763.12,3.7
rec_ca8f0a3a948453,cust_b4522738e073,pay_964da5b0ee646b,3,0.81,1,7095.42,INR,upi,technical_error,1,1.7,RETRY,,0,True,7095.42,2.31
rec_962e9b700b0e72,cust_f9fc9c3f3206,pay_e993a0e555552e,9,0.628,3,7498.85,INR,wallet,unknown,1,0.75,RETRY,,0,False,0.0,0.0
rec_1df8252ed7fc8b,cust_f9fc9c3f3206,pay_e993a0e555552e,9,0.628,3,7498.85,INR,wallet,unknown,2,7.61,RETRY,RETRY,1,False,0.0,0.0
rec_4a1d5528d85a25,cust_f9fc9c3f3206,pay_e993a0e555552e,9,0.628,3,7498.85,INR,wallet,unknown,3,18.27,STOP,RETRY,2,False,0.0,0.0
rec_7bef14350d1d14,cust_98f6fd7f7eb1,pay_98276b5e747bce,41,0.799,8,8253.09,INR,netbanking,technical_error,1,1.46,RETRY,,0,False,0.0,0.0
rec_81c4d9434bc97e,cust_9e15ebcc66d1,pay_e1909c434e8226,28,0.854,4,1010.8,INR,upi,insufficient_funds,1,0.98,REMINDER,,0,True,1010.8,1.98
rec_ec1343672e974f,cust_d50cf57e3dc8,pay_9478ea2c340610,3,0.923,0,1619.92,INR,wallet,insufficient_funds,1,1.73,PAYMENT_LINK,,0,True,1619.92,3.55
rec_0a77201e77e83c,cust_a5accd5a48f1,pay_11536ed5686093,2,0.322,1,569.21,INR,upi,authentication_failed,1,0.16,PAYMENT_LINK,,0,True,569.21,1.33
rec_f244281a0e1fe4,cust_13075157d8c1,pay_d34e5d4ae4a0e5,10,0.716,3,1252.5,INR,upi,authentication_failed,1,1.77,RETRY,,0,False,0.0,0.0
rec_2ffb80322c21d5,cust_13075157d8c1,pay_d34e5d4ae4a0e5,10,0.716,3,1252.5,INR,upi,authentication_failed,2,10.77,PAYMENT_LINK,RETRY,1,True,1252.5,11.14
rec_47a9087e409238,cust_09e9db0adf46,pay_e6a857d1f7828c,20,0.92,2,4511.33,INR,card,bank_timeout,1,1.4,RETRY,,0,True,4511.33,2.96
rec_574d515030d3a0,cust_ad8cc85c5355,pay_e3bca0e6b557ad,1,0.713,0,2573.86,INR,wallet,authentication_failed,1,1.95,REMINDER,,0,True,2573.86,3.5
rec_d3f9a489e2c28f,cust_c4c7aab4ca20,pay_994a04ce23fcb5,1,0.764,0,581.31,INR,card,authentication_failed,1,1.69,PAYMENT_LINK,,0,False,0.0,0.0
rec_87873c5e24a6f5,cust_f9d2014a22ee,pay_f273f4a4c7a5b7,35,0.728,10,497.57,INR,wallet,authentication_failed,1,1.55,PAYMENT_LINK,,0,True,497.57,2.46
rec_72565a3ef5e8ea,cust_c79ddb62c379,pay_6902ad0571ae55,18,0.914,2,5724.15,INR,card,insufficient_funds,1,0.16,RETRY,,0,False,0.0,0.0
rec_2b356a41214bb3,cust_c79ddb62c379,pay_6902ad0571ae55,18,0.914,2,5724.15,INR,card,insufficient_funds,2,10.87,PAYMENT_LINK,RETRY,1,True,5724.15,11.48
rec_78d36023cfa4e7,cust_a14923c2f920,pay_e6e723a208c031,32,0.896,3,8592.89,INR,upi,insufficient_funds,1,0.86,PAYMENT_LINK,,0,True,8592.89,2.32
rec_1cf423ead1435d,cust_62649ce8eab8,pay_e2b345eaeb7083,23,0.916,2,767.35,INR,upi,bank_timeout,1,1.62,RETRY,,0,False,0.0,0.0
rec_0222b3006d5719,cust_62649ce8eab8,pay_e2b345eaeb7083,23,0.916,2,767.35,INR,upi,bank_timeout,2,11.2,REMINDER,RETRY,1,False,0.0,0.0
rec_012632587893f0,cust_62649ce8eab8,pay_e2b345eaeb7083,23,0.916,2,767.35,INR,upi,bank_timeout,3,16.95,ESCALATE,REMINDER,2,False,0.0,0.0
rec_7d358d1fe32fb9,cust_dd81b7f57d59,pay_86ee20c12dc5ab,4,0.864,1,1146.73,INR,card,payment_method_issue,1,0.38,REMINDER,,0,False,0.0,0.0
rec_0495845bbd5e62,cust_b784ae08758f,pay_65fa309f111b53,13,0.579,5,1594.21,INR,card,technical_error,1,0.23,RETRY,,0,True,1594.21,2.42
rec_8af8689bbc2552,cust_82cbcdc73cd3,pay_ae384228ae5279,17,0.577,7,907.01,INR,card,bank_timeout,1,1.75,RETRY,,0,False,0.0,0.0
rec_168238e9cbadd0,cust_bec5715ca71d,pay_92a74604036df9,4,0.893,0,31292.15,INR,upi,payment_method_issue,1,1.41,PAYMENT_LINK,,0,False,0.0,0.0
rec_1b5b0268b8ed09,cust_57bcad3ad0a1,pay_274dafe5982bd3,7,0.946,0,1322.74,INR,card,network_error,1,1.11,RETRY,,0,True,1322.74,1.18
rec_3a127eae3cff96,cust_cc8ceba90662,pay_f9b5dc89d8d685,19,0.956,1,569.26,INR,upi,insufficient_funds,1,1.19,RETRY,,0,True,569.26,3.01
rec_e897036da1b2b0,cust_0df1172a46f2,pay_d4d2beb800f5d0,4,0.775,1,2011.85,INR,card,insufficient_funds,1,0.75,RETRY,,0,False,0.0,0.0
rec_4d7e013075a12a,cust_fc950bbae818,pay_6dea4b8713cb97,2,0.815,0,10218.65,INR,upi,bank_timeout,1,1.24,REMINDER,,0,False,0.0,0.0
rec_4c8d03f62efb11,cust_fc950bbae818,pay_6dea4b8713cb97,2,0.815,0,10218.65,INR,upi,bank_timeout,2,14.38,PAYMENT_LINK,REMINDER,1,False,0.0,0.0
rec_99ee266558881e,cust_fc950bbae818,pay_6dea4b8713cb97,2,0.815,0,10218.65,INR,upi,bank_timeout,3,25.36,REMINDER,PAYMENT_LINK,2,True,10218.65,26.42
rec_7ae25bd27609dc,cust_c1eecd7a2428,pay_2d856e3711f168,18,0.794,4,1809.29,INR,wallet,network_error,1,0.99,PAYMENT_LINK,,0,False,0.0,0.0
rec_57b525e0e222af,cust_c1eecd7a2428,pay_2d856e3711f168,18,0.794,4,1809.29,INR,wallet,network_error,2,5.74,ESCALATE,PAYMENT_LINK,1,True,1809.29,7.35
rec_0b02be16a5c86c,cust_d513da02544c,pay_7ed3046284d61b,26,0.734,7,2927.56,INR,card,insufficient_funds,1,0.74,REMINDER,,0,True,2927.56,2.98
rec_914fd1040cc244,cust_b7bba2aa178a,pay_c34d5cbe0c0004,67,0.763,16,5431.9,INR,upi,bank_timeout,1,0.66,RETRY,,0,True,5431.9,0.83
rec_9809c9e542feb5,cust_c3cb0c28474c,pay_5ab5cea8b2f1c6,57,0.935,4,1537.07,INR,card,technical_error,1,0.87,REMINDER,,0,False,0.0,0.0
rec_986e48270d94c5,cust_c3cb0c28474c,pay_5ab5cea8b2f1c6,57,0.935,4,1537.07,INR,card,technical_error,2,5.33,PAYMENT_LINK,REMINDER,1,False,0.0,0.0
rec_6560624f2ea9d8,cust_9fbeffb3a8e3,pay_d486f3b8ec469e,2,0.765,0,3527.83,INR,card,insufficient_funds,1,0.99,REMINDER,,0,False,0.0,0.0
rec_547833abfa98a0,cust_0f6b40d09efb,pay_ddc4c146f5c2aa,8,0.686,3,1799.42,INR,upi,technical_error,1,1.3,RETRY,,0,False,0.0,0.0
rec_286d17da29e0a2,cust_0f6b40d09efb,pay_ddc4c146f5c2aa,8,0.686,3,1799.42,INR,upi,technical_error,2,13.07,STOP,RETRY,1,False,0.0,0.0
rec_dcf07d7d3fcb54,cust_7a9e8394bb4c,pay_d58539af3e0b1d,10,0.445,6,9854.93,INR,upi,authentication_failed,1,1.4,PAYMENT_LINK,,0,True,9854.93,3.74
rec_f8acffb4b40303,cust_77806788dff1,pay_c4e6e27c6e681e,20,0.888,2,40186.16,INR,upi,network_error,1,0.87,RETRY,,0,True,40186.16,2.3
rec_ebcbb289b6e2d3,cust_355cca9cfb6b,pay_681593bd740a54,1,0.916,0,2552.99,INR,card,bank_timeout,1,1.06,RETRY,,0,True,2552.99,1.75
rec_f4b9a6d84e4767,cust_47efa886d5b5,pay_9e86b8f8668a99,2,0.736,1,601.1,INR,upi,bank_timeout,1,0.92,PAYMENT_LINK,,0,True,601.1,2.37
rec_559986e738f14f,cust_e55ec7497952,pay_46f50bca04ebe9,17,0.396,10,792.63,INR,upi,authentication_failed,1,0.45,PAYMENT_LINK,,0,False,0.0,0.0
rec_38a81aaae455f6,cust_e55ec7497952,pay_46f50bca04ebe9,17,0.396,10,792.63,INR,upi,authentication_failed,2,9.76,PAYMENT_LINK,PAYMENT_LINK,1,False,0.0,0.0
rec_e5ece8fba10ad0,cust_e55ec7497952,pay_46f50bca04ebe9,17,0.396,10,792.63,INR,upi,authentication_failed,3,15.7,STOP,PAYMENT_LINK,2,False,0.0,0.0
rec_2843ab0275692f,cust_8a713a73fdee,pay_fc5ac9062e4827,5,0.907,0,1067.63,INR,netbanking,bank_timeout,1,1.54,RETRY,,0,True,1067.63,2.51
rec_0ddc0d6e7fa7f0,cust_05c8234b1d76,pay_ea75712652fe8d,15,0.784,3,333.95,INR,card,bank_timeout,1,0.28,RETRY,,0,True,333.95,1.2
rec_db190bf75f4c88,cust_74ed51458d97,pay_0d65519eb2c175,8,0.937,1,625.48,INR,upi,network_error,1,0.67,RETRY,,0,True,625.48,2.24
rec_b72accc6596b7f,cust_5f26946654d1,pay_d00a950ecd0034,6,0.786,1,1560.68,INR,upi,authentication_failed,1,1.7,REMINDER,,0,False,0.0,0.0
rec_11817582f95f0b,cust_5f26946654d1,pay_d00a950ecd0034,6,0.786,1,1560.68,INR,upi,authentication_failed,2,15.59,REMINDER,REMINDER,1,True,1560.68,17.99
rec_fb0ca32c21a76c,cust_9df034d39caa,pay_7f494f83b12756,19,0.752,5,5826.53,INR,upi,bank_timeout,1,1.87,RETRY,,0,False,0.0,0.0
rec_6917a9fbbeb70b,cust_9df034d39caa,pay_7f494f83b12756,19,0.752,5,5826.53,INR,upi,bank_timeout,2,8.31,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_0e031c3627623c,cust_218a15368c99,pay_89549282df6340,17,0.913,1,11026.0,INR,upi,bank_timeout,1,0.35,RETRY,,0,True,11026.0,0.58
rec_8153e500eeeae2,cust_af4637b3c9a6,pay_cf055ebe803fe3,4,0.489,2,2024.97,INR,upi,insufficient_funds,1,0.25,PAYMENT_LINK,,0,False,0.0,0.0
rec_89b6e4cd192139,cust_cab214388557,pay_0b4c30c01bfb5d,5,0.88,1,995.68,INR,upi,network_error,1,1.71,RETRY,,0,True,995.68,3.02
rec_5a6cb33eaf5f89,cust_4dcabfb7001a,pay_e55531d8f94bb1,28,0.784,6,519.82,INR,netbanking,authentication_failed,1,0.32,PAYMENT_LINK,,0,True,519.82,1.23
rec_b6ebcf0927f504,cust_7986f498b52f,pay_a0b1a2d959bb81,44,0.76,11,1854.39,INR,card,insufficient_funds,1,1.16,PAYMENT_LINK,,0,True,1854.39,1.29
rec_b640718eb9743f,cust_c241330b01a9,pay_8dd15aebfbc7b2,10,0.865,1,2071.54,INR,netbanking,insufficient_funds,1,1.3,PAYMENT_LINK,,0,True,2071.54,2.49
rec_69624b673454d6,cust_d013b7a3f4a2,pay_667cd512c4c604,19,0.793,4,11570.7,INR,upi,authentication_failed,1,1.29,PAYMENT_LINK,,0,True,11570.7,3.73
rec_1581184d19d994,cust_620a60ac9261,pay_437081d17b1619,8,0.753,2,2841.69,INR,card,authentication_failed,1,0.89,RETRY,,0,False,0.0,0.0
rec_96ac9b5d35a262,cust_fbc8c77e2933,pay_ab38ca2959e150,2,0.756,0,6288.99,INR,upi,unknown,1,0.57,PAYMENT_LINK,,0,False,0.0,0.0
rec_6db3a232589a15,cust_fbc8c77e2933,pay_ab38ca2959e150,2,0.756,0,6288.99,INR,upi,unknown,2,17.48,PAYMENT_LINK,PAYMENT_LINK,1,True,6288.99,18.39
rec_5f056ef91b9445,cust_fe4cefed6f55,pay_783fed58c5417a,3,0.885,0,7339.0,INR,card,network_error,1,0.29,RETRY,,0,True,7339.0,2.26
rec_9700abb04bb8b9,cust_4edd2a2a6b69,pay_da242350033ac0,2,0.329,1,934.34,INR,card,payment_method_issue,1,1.92,PAYMENT_LINK,,0,False,0.0,0.0
rec_644845b118eefd,cust_28b58db58c46,pay_09569f9bb84cc1,10,0.816,2,8275.34,INR,upi,bank_timeout,1,1.71,RETRY,,0,True,8275.34,2.93
rec_7de14528048bed,cust_0bb401e769f7,pay_48379aacc59dcd,8,0.652,3,814.33,INR,upi,bank_timeout,1,1.2,RETRY,,0,True,814.33,2.77
rec_85993420198aed,cust_a0135044a041,pay_fdd8d2b2700bfc,1,0.746,0,2891.97,INR,upi,unknown,1,0.89,PAYMENT_LINK,,0,False,0.0,0.0
rec_be59d25461da96,cust_d009550707fc,pay_27bb607f563a14,1,0.705,0,1115.46,INR,upi,bank_timeout,1,0.34,RETRY,,0,False,0.0,0.0
rec_5639755503109f,cust_ba2c98ce0b19,pay_a8c7916a142d0e,9,0.841,1,1777.81,INR,card,insufficient_funds,1,1.85,PAYMENT_LINK,,0,False,0.0,0.0
rec_37aeba542e0059,cust_ba2c98ce0b19,pay_a8c7916a142d0e,9,0.841,1,1777.81,INR,card,insufficient_funds,2,4.96,REMINDER,PAYMENT_LINK,1,True,1777.81,6.34
rec_cfe06ac9cf70b5,cust_ed56c7145a96,pay_c5757f5b4b3ddf,12,0.847,2,1976.68,INR,card,authentication_failed,1,1.62,PAYMENT_LINK,,0,True,1976.68,3.17
rec_3c15a84376242c,cust_3b964c74ffe6,pay_03cacbba27c144,1,0.483,1,2436.89,INR,card,authentication_failed,1,0.58,PAYMENT_LINK,,0,False,0.0,0.0
rec_1c20e230df19ce,cust_3b964c74ffe6,pay_03cacbba27c144,1,0.483,1,2436.89,INR,card,authentication_failed,2,9.97,PAYMENT_LINK,PAYMENT_LINK,1,True,2436.89,12.33
rec_438177ff06461b,cust_2dea94930658,pay_add5901e6158a7,24,0.607,9,1843.05,INR,card,insufficient_funds,1,0.33,REMINDER,,0,False,0.0,0.0
rec_d4b0927b1fc7aa,cust_2dea94930658,pay_add5901e6158a7,24,0.607,9,1843.05,INR,card,insufficient_funds,2,9.6,ESCALATE,REMINDER,1,True,1843.05,10.88
rec_103a5cbe4a1a72,cust_867a211ade16,pay_200cc0d49d9a7d,11,0.758,3,10622.99,INR,card,authentication_failed,1,1.24,REMINDER,,0,True,10622.99,2.64
rec_b430ea3cb2894d,cust_01bb819c4dfe,pay_17de56dd47e94d,12,0.755,3,394.33,INR,card,payment_method_issue,1,2.0,PAYMENT_LINK,,0,True,394.33,4.46
rec_62ea9514e719a3,cust_95a0f35665ab,pay_dfb6399371e736,4,0.89,0,205.23,INR,card,bank_timeout,1,0.79,RETRY,,0,False,0.0,0.0
rec_53ffd1eb752d71,cust_8cb6b0ba925f,pay_7572092080da24,4,0.767,1,392.79,INR,card,insufficient_funds,1,1.63,PAYMENT_LINK,,0,True,392.79,1.99
rec_9ab158f300f322,cust_f3402dd34515,pay_0dfdb74fca621b,3,0.914,0,948.64,INR,card,technical_error,1,1.88,RETRY,,0,True,948.64,4.19
rec_c252e7c36d3772,cust_48998e5fd40e,pay_3a8ff93eb540ba,3,0.759,1,2914.08,INR,upi,bank_timeout,1,1.65,RETRY,,0,True,2914.08,2.64
rec_4b9a44b65510c7,cust_8325bd9ebf98,pay_b3ec368010bbee,8,0.816,1,3409.26,INR,upi,payment_method_issue,1,0.56,PAYMENT_LINK,,0,True,3409.26,1.92
rec_95790a83a2dab4,cust_9c2e58deea4e,pay_656b0e9939d1ec,4,0.948,0,2805.86,INR,card,insufficient_funds,1,0.65,REMINDER,,0,True,2805.86,2.08
rec_12628861c0e4f4,cust_20f36e9238ec,pay_844aad90409869,6,0.708,2,232.93,INR,upi,insufficient_funds,1,0.3,RETRY,,0,False,0.0,0.0
rec_502dc9167b002e,cust_20f36e9238ec,pay_844aad90409869,6,0.708,2,232.93,INR,upi,insufficient_funds,2,9.41,RETRY,RETRY,1,False,0.0,0.0
rec_71b3e4d6097703,cust_20f36e9238ec,pay_844aad90409869,6,0.708,2,232.93,INR,upi,insufficient_funds,3,20.6,REMINDER,RETRY,2,True,232.93,21.14
rec_cf663bc3f8c3df,cust_24ac2130deaf,pay_713dd54e12ea16,15,0.795,3,2168.76,INR,upi,bank_timeout,1,0.17,RETRY,,0,True,2168.76,0.92
rec_fc52cc61914ac1,cust_7bf820f6c652,pay_3a3a2365478141,1,0.92,0,2062.63,INR,upi,network_error,1,1.49,REMINDER,,0,False,0.0,0.0
rec_e828bb223e69e1,cust_7bf820f6c652,pay_3a3a2365478141,1,0.92,0,2062.63,INR,upi,network_error,2,5.23,ESCALATE,REMINDER,1,True,2062.63,5.8
rec_d4db54a3a5c8c0,cust_3332432b3d10,pay_b1d9f12d9e0015,18,0.96,1,8252.46,INR,upi,insufficient_funds,1,0.76,REMINDER,,0,False,0.0,0.0
rec_6d755a78c36ad3,cust_3332432b3d10,pay_b1d9f12d9e0015,18,0.96,1,8252.46,INR,upi,insufficient_funds,2,10.06,PAYMENT_LINK,REMINDER,1,True,8252.46,12.47
rec_d5e976193e5ca8,cust_4ddb1b36272c,pay_b7b85d667ecca1,7,0.274,5,11361.85,INR,card,network_error,1,1.16,RETRY,,0,False,0.0,0.0
rec_70b8b52a63f8ea,cust_b5103e9c8618,pay_8dac278463554c,2,0.826,0,457.97,INR,upi,unknown,1,1.92,RETRY,,0,True,457.97,3.84
rec_9662fce2cfbc4c,cust_c02553ead7f2,pay_8f28b7a85d2474,75,0.922,6,7299.22,INR,card,insufficient_funds,1,1.25,REMINDER,,0,True,7299.22,2.13
rec_7c6a57385c518a,cust_8f0d55400ec7,pay_c0078f905ef97d,20,0.844,3,1045.33,INR,card,authentication_failed,1,1.42,PAYMENT_LINK,,0,True,1045.33,3.86
rec_204aeb785278b2,cust_bd90b81afbe0,pay_4023385d3cc21e,23,0.89,3,7278.92,INR,netbanking,bank_timeout,1,1.13,REMINDER,,0,False,0.0,0.0
rec_d166e47f154a3f,cust_cd32e7120c76,pay_9f02e5f4061b44,16,0.5,8,26798.57,INR,card,bank_timeout,1,0.25,PAYMENT_LINK,,0,False,0.0,0.0
rec_c9ac091142073e,cust_cd32e7120c76,pay_9f02e5f4061b44,16,0.5,8,26798.57,INR,card,bank_timeout,2,7.48,PAYMENT_LINK,PAYMENT_LINK,1,True,26798.57,8.96
rec_aa7f97c64d8e7a,cust_61652fd341dd,pay_83a73323a075ed,31,0.743,8,2852.16,INR,netbanking,bank_timeout,1,1.38,RETRY,,0,False,0.0,0.0
rec_f33a86dbafc4ea,cust_61652fd341dd,pay_83a73323a075ed,31,0.743,8,2852.16,INR,netbanking,bank_timeout,2,18.92,RETRY,RETRY,1,False,0.0,0.0
rec_f2dd2f15775922,cust_a3708c7fd235,pay_67a6269fda4a60,29,0.759,7,749.6,INR,netbanking,bank_timeout,1,0.6,RETRY,,0,False,0.0,0.0
